# WELL OFFSET (from MSL): 97.00000000 (ft)
# WELL OFFSET (from MSL): 77.00000000 (ft)
# WELL OFFSET (from MSL): 77.00000000 (ft)
# WELL OFFSET (from MSL): 86.00000000 (ft)
# WELL OFFSET (from MSL): 77.00000000 (ft)
# WELL OFFSET (from MSL): 84.00000000 (ft)
# WELL OFFSET (from MSL): 107.00000000 (ft)
# WELL OFFSET (from MSL): 99.00000000 (ft)
# WELL OFFSET (from MSL): 99.00000000 (ft)
# WELL OFFSET (from MSL): 85.00000000 (ft)
# WELL OFFSET (from MSL): 106.00000000 (ft)
# WELL OFFSET (from MSL): 106.00000000 (ft)
# WELL OFFSET (from MSL): 106.00000000 (ft)
# WELL OFFSET (from MSL): 106.00000000 (ft)
# WELL OFFSET (from MSL): 77.00000000 (ft)
