# WELL HEAD X-COORDINATE: 527563.13200000 (m)
# WELL HEAD X-COORDINATE: 554437.07800000 (m)
# WELL HEAD X-COORDINATE: 508497.57800000 (m)
# WELL HEAD X-COORDINATE: 520332.91000000 (m)
# WELL HEAD X-COORDINATE: 523873.80300000 (m)
# WELL HEAD X-COORDINATE: 542724.67600000 (m)
# WELL HEAD X-COORDINATE: 530991.24500000 (m)
# WELL HEAD X-COORDINATE: 502007.45800000 (m)
# WELL HEAD X-COORDINATE: 523100.33600000 (m)
# WELL HEAD X-COORDINATE: 525034.97200000 (m)
# WELL HEAD X-COORDINATE: 520197.60000000 (m)
# WELL HEAD X-COORDINATE: 520087.85100000 (m)
# WELL HEAD X-COORDINATE: 512422.31900000 (m)
# WELL HEAD X-COORDINATE: 547082.32100000 (m)
# WELL HEAD X-COORDINATE: 558808.76900000 (m)
