# WELL HEAD Y-COORDINATE: 3706595.19000000 (m)
# WELL HEAD Y-COORDINATE: 3658267.27100000 (m)
# WELL HEAD Y-COORDINATE: 3708209.69500000 (m)
# WELL HEAD Y-COORDINATE: 3687761.73100000 (m)
# WELL HEAD Y-COORDINATE: 3690820.55900000 (m)
# WELL HEAD Y-COORDINATE: 3664355.11500000 (m)
# WELL HEAD Y-COORDINATE: 3697990.19300000 (m)
# WELL HEAD Y-COORDINATE: 3746116.03900000 (m)
# WELL HEAD Y-COORDINATE: 3749036.93200000 (m)
# WELL HEAD Y-COORDINATE: 3748090.97600000 (m)
# WELL HEAD Y-COORDINATE: 3688183.00000000 (m)
# WELL HEAD Y-COORDINATE: 3687887.51300000 (m)
# WELL HEAD Y-COORDINATE: 3709487.02700000 (m)
# WELL HEAD Y-COORDINATE: 3658270.58100000 (m)
# WELL HEAD Y-COORDINATE: 3655212.91700000 (m)
